"REF_DATE","GEO","DGUID","Estimate","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-02","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2016-03","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2016-04","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2016-05","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2016-06","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2016-07","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2016-08","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2016-09","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2016-10","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2016-11","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2016-12","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2017-01","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2017-02","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2017-03","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2017-04","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2017-05","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2017-06","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2017-07","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2017-08","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2017-09","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2017-10","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2017-11","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2017-12","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2018-01","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2018-02","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2018-03","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2018-04","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2018-05","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2018-06","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2018-07","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2018-08","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2018-09","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2018-10","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2018-11","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2018-12","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2019-01","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2019-02","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2019-03","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2019-04","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2019-05","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2019-06","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
